class,aa_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
pos,733868,0,0,0,0,0,0,45630,1400206,7877016,9038940,3360968,391692,26780,536,21973330,0,178,,1941516,2872770,37327802,33949320,10196338,3422490,0,0,0,0,0,0,0,0,0,0,0,0,0,978076,21163692,0,98346,52846,87954,160020,456406,19614312,1014222,657662,0,0,5528020,8654494,4218382,1088244,688666,673696,635746,471068,166108,17344,49482300,0,0,0,0,21973330,662904,4126446,6044796,270840,219680,316280,225760,733868.54,49482300,49482300,48225360,110893,0,,954820,45254378,1209600,0,0,0,0,39487005.12,0.0,5710580.16,1124,9794,8930,131346,1062486,2657516,6654376,5460096,3843754,2058664,240936,23664,0,0,49482300,53294,9514,1096640,1698378,623604,15558534,2976136,125404,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401266,0,0,0,0,0,0,0,0,0,0,0,0,0,16839.34,16064,2855222,3770490,1509130,488168,923370,5018730,7307740,262902,6016,0,0,0
neg,2844,26,22,0,0,0,0,0,914,209160,47042,1110,0,0,0,,,,,,,,201188,,20616,0,,,,52,172,0,0,0,0,0,0,0,194,258032,0,1684,1280,1062,3692,216424,34084,0,0,0,0,91846,66658,42804,28644,7144,4058,3844,6860,2094,4274,,48,82,94,0,,,137954,29338,,,,167160,2844.67,397154,397154,396840,1091,164,39318,396480,258226,1209600,6810,6,16,0,174923.52,60554.88,21600.96,28,88,0,0,124232,115418,15280,2010,952,306,28,0,2,6,397154,1126,58,11398,63870,12740,144286,23252,1494,2,0,22,222,160300,95118,0,28,0,0,176242,302,132,0,0,30,60644,0,0,0,0,1994,120,52,462202,61946,5984,940,63000,6318,311122,878,0,0,0,232.3,154,85806,40666,18960,5896,8000,54264,43124,1382,128,0,0,0
neg,33000,2130706434,,0,0,0,0,0,0,10800,1003412,2548164,217310,200,0,1830786,0,0,0,0,0,2979948,2084990,987238,754182,0,0,0,0,31398,1330,0,0,0,0,0,635530,3120870,4876,18610,0,4524,1206,2044,2718,96758,3672610,24,2,0,0,1330354,983876,314684,233018,188558,163994,298800,266602,0,0,3968936,0,252,120,0,1830786,95858,399794,584320,317340,280240,283340,92120,33000.8,3968936,3968936,3963548,24075,167050,22164,323800,3779886,1209600,0,,,,3030029.76,0.0,744684.48,0,380,0,0,0,52576,978844,2150664,555268,37212,5082,240,,962,3968936,9892,1696,127010,543850,166490,1443144,1450856,36798,150,0,,,,,,,,,,7004,214,0,0,0,0,0,0,0,0,75466,15682,8228,0,0,89972,16148,32875280,3928368,0,0,0,0,3982230,2997.02,3272,770082,1742296,370782,264740,416778,189734,20742,2598,2094,40,0,0
neg,23512,1162,934,0,0,0,0,0,0,312,42102,1126586,396764,21410,1270,814692,0,54,0,0,0,1576336,1374216,420530,167258,0,0,0,0,2286,452,0,0,0,0,0,0,243548,766122,578774,0,4634,2862,3332,9888,38512,1528490,726,0,0,0,489300,450622,175738,128050,99338,85910,96212,63174,100,0,1997084,120,1086,1876,2,814692,26650,241514,175762,240180,,,176580,23512.61,1997084,1997084,1997650,9914,3126,76184,783980,1588444,1209600,47808,2,80,0,1413938.88,0.0,171989.76,44,502,0,0,0,3372,632740,844920,98660,6932,1760,60,2,6,1997084,3786,310,21402,77216,116652,1213320,151310,4404,44,0,1846,1116,436088,257006,0,72,0,0,1426918,1024,100,0,0,0,0,0,0,0,0,14714,12150,2686,0,0,45600,8862,5238240,552844,1472122,2986,0,0,5581380,693.36,722,183230,286424,216502,124944,405430,352594,12292,3274,3660,94,0,0
neg,4314,0,52,0,0,0,0,2194,96294,130828,13836,2612,0,0,0,53364,0,0,0,51112,67572,166942,204170,43648,3962,0,0,0,0,0,0,0,0,0,0,0,0,6358,110924,128482,0,260,108,170,1618,1232,7874,205368,14556,14578,0,93924,83178,31500,13174,8430,5674,4316,2970,1548,1050,261822,0,0,0,0,53364,1768,15440,28026,,,,42900,4313.19,261822,261822,264896,1429,0,25904,261040,245946,1209600,0,2,20,0,213766.08,0.0,29360.64,2,72,276,25992,58022,78704,73132,7864,1756,18,0,0,4,0,261822,2808,26,508,8070,34608,197248,2496,0,0,0,94,204,215766,126970,0,0,0,0,215846,0,0,0,0,0,0,0,0,0,0,2152,0,0,0,0,0,0,0,0,168,0,0,0,0,237.58,164,32764,16350,15980,12496,42700,51572,45274,28478,150,0,0,0
pos,959094,288,266,0,0,0,0,0,0,180878,3527598,1437266,358734,34896,246,34316356,970,0,,3659866,5410470,60895560,54661178,35672986,8984876,0,0,0,0,104,2,0,0,0,0,0,0,0,737488,4802130,0,4422,4162,6766,30928,59916,5432664,760,0,0,0,2742524,1094932,458854,302584,202882,144236,122362,113206,63432,294606,100221284,6396,7680,3164,16,34316356,1216320,24814532,10835196,460040,448780,439420,433060,959094.61,100221284,100221284,100086130,25709,938,,1022980,78726988,1209600,157164,0,24,0,57966045.12,14783636.16,5992511.04,72,922,0,0,1204,335736,2785566,1476710,511120,344432,82570,2280,20,20,100221284,3732,412,1311444,496824,254166,2968300,502452,2288,0,0,660,4,3655756,1520958,0,56038,0,0,3904738,4614,1956,0,0,490,1254026,0,0,0,0,713658,25352,4386,0,0,192112,24912,232740,38322,0,0,0,0,62117860,939.3,892,1705240,922008,790862,256590,566132,1192120,86112,16760,3794,0,0,0
pos,391232,0,,0,0,0,0,0,16060,1440448,11296076,12653830,1600216,7044,0,13114812,3352,0,0,16656,34216,23550804,20207260,5428178,2648072,0,0,0,0,0,0,0,0,0,0,0,1445866,13494078,8178814,3894916,0,31272,22794,33422,68566,5020996,21767214,69364,36,10,0,10976996,3465788,1908896,1785732,2038234,2453886,2974082,1397032,13028,0,29002938,1252,2246,1554,3874,13114812,391412,2865512,2534932,207420,197160,198100,195840,391231.11,29002938,29002938,28474512,176951,2526204,61804,1097360,27013674,1209600,0,,,,24243192.0,0.0,2735322.24,0,0,0,0,326714,5806278,13394866,6674342,685104,107684,18238,448,,0,29002938,27902,6490,1287182,1097726,2609064,20919946,1042094,23270,0,0,,,,,,,,,,24372,1232,0,0,0,0,0,0,0,0,231968,469848,89978,0,0,1208602,154900,49432920,5865746,0,0,0,0,201098730,14322.08,16316,2922640,5570832,5101874,2581406,4567980,3368454,1950574,704330,245478,106,0,0
neg,12,0,,0,0,0,0,0,0,84,420,6976,0,0,0,2922,0,0,0,0,0,10434,7494,128214,590,0,0,0,0,0,0,0,0,0,0,0,0,6286,0,1194,0,1388,226,292,650,458,4370,96,0,0,0,6144,486,212,138,56,40,234,170,0,0,138650,0,0,0,0,2922,210,125318,2848,1310700,1310700,1310700,128020,11.18,138650,138650,148180,26,220,13734,138420,7480,1209600,0,,,,2922.24,6.72,3297.6,,,0,0,0,234,5286,1906,54,0,0,0,,20,138650,1268,22,30,256,88,1338,3446,1026,6,0,,,,,,,,,,84,30,0,0,0,12,0,0,0,0,214,20,2,0,0,94,18,6800,1086,0,256,0,0,0,,,4878,2502,74,22,4,0,0,0,0,0,0,0
neg,676,40,36,0,0,0,0,0,0,68,0,26030,17272,0,0,18228,0,0,0,0,0,40746,35150,9990,3264,0,0,0,0,60,16,0,0,0,0,0,0,42290,1080,0,0,448,60,112,126,35144,7480,0,0,0,0,26680,11936,3354,1150,170,46,24,10,0,0,50764,36,226,56,0,18228,540,5614,4340,,,,9840,676.84,50764,50764,54454,138,284,4932,50580,43370,1209600,1070,0,6,0,37852.8,72.0,5376.96,0,0,0,0,0,0,10198,32436,600,102,34,0,4,36,50764,118,26,104,3408,1320,5510,31450,1350,84,0,56,134,36800,23588,54,16,0,0,38784,86,48,0,0,0,72,0,0,0,0,324,130,38,0,0,848,162,2660,362,17364,38,0,0,0,408.22,60,6060,7218,1996,792,2782,24498,24,0,0,0,0,0
neg,61700,1096,1062,0,0,0,0,0,0,12808,432162,2356874,1507420,48406,1040,1941124,0,0,0,0,0,4252440,3753898,844928,359098,0,0,0,0,1606,480,0,0,0,0,0,9252,3150806,1197464,1188,0,5600,1092,2248,210360,2949270,1176954,13184,2,0,0,1611712,1035476,478636,318372,338946,518146,57422,0,0,0,5099400,0,1570,2652,24,1941124,54864,507846,335092,163760,188160,192820,59500,61699.83,5099400,5099400,5098290,18769,122276,16710,243440,4358710,1209600,171240,0,190,0,3692097.6,0,658263.36,0,0,0,0,0,89344,735836,1679808,1632530,191228,27270,2694,6828,6866,5099400,13038,1696,52986,415840,312152,3126764,427536,8698,0,0,1482,1310,3509578,620060,612,2654,0,46,3728998,6986,1190,0,0,0,0,0,0,0,0,30638,45526,7734,0,0,150546,26694,752220,231016,0,0,0,0,1699850,2930.9,3644,701926,1130970,454436,196844,360722,383358,388478,245932,444474,51570,0,0
neg,61960,436,366,0,0,0,0,0,0,40250,1602492,2676764,524230,15688,344,1948942,0,0,0,0,0,4324218,3653422,1260514,509820,0,0,0,0,468,206,0,0,0,0,0,188906,4659518,11344,0,0,5694,1284,2408,12376,2804326,2033472,208,0,0,0,2032268,1240808,499916,352592,248664,182476,151704,148114,3226,0,5586410,492,174,1418,76,1948942,57822,799766,454208,223260,229760,327580,126700,61959.46,5586410,5586410,5543058,24316,48670,62804,731840,4859768,1209600,145426,2,104,0,4408591.68,0,444520.32,0,0,0,0,0,165528,1971884,2191954,465048,52152,12654,548,6,12,5586410,11626,1714,30608,397862,223120,3604492,569964,20312,70,0,676,490,1429910,174320,0,76724,0,38,4507030,4542,1402,0,0,0,0,0,0,0,0,36004,56100,10542,0,0,137658,16412,16742980,1903730,0,0,0,0,21959080,4247.88,4100,489344,1255414,1255502,706774,888938,243750,16452,3018,576,0,0,0
neg,40126,2130706432,170,0,0,0,0,0,0,1938,152254,1697070,872032,31746,1402,1163328,0,0,0,0,0,2329790,1876514,846508,369616,0,0,0,0,240,46,0,0,0,0,0,4748,126968,1816662,808064,0,2522,1070,1478,2098,52880,2695894,500,0,0,0,1075932,707498,274052,179442,119532,96482,118002,185502,0,0,3176944,92,288,108,28,1163328,40644,501108,339750,305020,310020,,223700,40125.36,3176944,3176944,3167668,15398,1188,69964,749940,2756442,1209600,66702,0,20,0,2250469.44,0,500869.44,0,1418,0,0,0,55574,979232,1364768,327326,25932,3514,96,0,6,3176944,6078,770,120148,305174,129324,1887494,294484,12830,138,2,468,26,1775328,97776,0,60,0,0,1793306,2618,282,0,0,0,0,0,0,0,0,27926,36560,19272,0,0,52656,11504,8318480,837088,0,0,0,0,1500710,1619.2,1668,522538,352096,273106,168222,542730,597164,241108,49086,10364,28,0,0
neg,388,76,46,0,0,0,0,0,0,242,15616,24088,8120,80,0,19316,0,0,0,0,0,54368,43508,24394,3924,0,0,0,0,4,26,0,0,0,0,0,0,0,4418,43728,0,308,120,168,204,6182,41164,0,0,0,0,32378,8496,4616,1222,456,386,572,20,0,0,78850,2,8,64,2,19316,850,14676,9662,,,,23640,387.47,78850,78850,69760,147,1854,7278,78020,48146,1209600,1888,0,4,0,23305.92,9641.28,13881.6,0,32,0,0,0,2628,30696,10680,3756,290,96,0,0,6,78850,1474,68,190,1914,2974,12270,23682,5378,196,0,94,56,24728,6396,0,0,0,0,26164,206,122,0,0,20,9650,0,0,0,0,730,84,10,22472,3596,1098,174,4400,456,67036,62,0,0,0,199.74,190,26090,8718,2756,598,1196,972,1594,6222,0,0,0,0
neg,61094,1542,1062,0,0,0,0,0,0,21118,1012864,2770412,538442,68786,6788,1997158,0,0,0,0,0,3727662,2965028,885784,665042,0,0,0,0,832,958,0,0,0,0,0,14790,1413406,493720,2496494,0,3908,1418,2190,348546,3324408,737890,50,0,0,0,1662680,1212008,443840,263078,217714,363622,255468,0,0,0,4614552,0,1154,680,2,1997158,68848,395072,486602,253880,200400,236060,184020,61093.85,4614552,4614552,4616758,24155,2228,90726,974120,4418410,1209600,162688,2,58,0,3793488.96,0,621420.48,0,0,0,0,0,121218,1567966,1999408,585196,122036,20194,2392,636,644,4614552,8838,1132,109018,383490,164648,2993168,726504,31172,440,0,1354,1564,3758774,434868,0,145186,0,24,3829490,4358,392,0,0,0,0,0,0,0,0,40818,43794,11274,0,0,175902,28830,140640,26734,0,0,0,0,1093860,2349.52,2446,658526,850058,649374,335126,911878,954020,57944,1428,56,0,0,0
neg,29832,1396,1264,0,0,0,0,0,0,2262,129428,1471844,974950,102504,9770,1186328,19904,0,0,0,0,2294642,1866754,1584516,379056,0,0,0,0,7764,794,0,0,0,0,0,918,144070,2386544,159226,0,2726,622,962,166158,1780732,738102,1456,0,0,0,1054902,579218,229240,159364,120604,97482,145948,302224,1776,0,3879570,26,586,394,70,1186328,38416,1220002,356158,418020,598400,469700,90700,29831.03,3879570,3879570,3874834,18430,838,21150,244260,2690758,1209600,89288,2,60,0,2038752,0,648559.68,0,0,0,0,0,80484,384390,1385404,797978,38862,3500,140,10,16,3879570,4882,416,1372,195452,317800,1501536,646308,22872,120,0,1802,2414,2050252,38492,0,638,0,12,2057082,1864,342,0,0,0,0,0,0,0,0,21232,20764,3796,0,0,58844,15606,32220,5534,1059534,202,0,0,274210,884.96,1138,663978,797882,333118,102598,173288,209580,175074,134750,100218,272,0,0
neg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98,,,,,,2132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neg,78330,,,0,0,0,0,0,332096,2585486,1646568,115794,0,0,0,2234538,0,672,,185294,268718,3877384,3558922,841004,389730,2,0,0,0,3294,4632,0,0,0,0,0,19516,130356,1383480,3146592,0,3668,478,952,1662,135188,4537970,24,2,0,0,1021242,1496052,999124,432388,212284,126088,96488,123390,100212,72676,4904498,54,5454,614,0,2234538,71000,342258,497092,186860,229460,198720,6580,78330.48,4904498,4904498,,22500,766198,,56960,,1209600,0,,,,3983600.64,0.0,686558.4,,,0,33762,1255616,2573092,682628,100214,25216,8276,1140,0,,0,4904498,5408,664,86856,455004,222126,3113498,759530,36844,14,0,,,,,,,,,,4430,218,,,,,,,,,38242,17672,4194,150971018,830494,254960,36670,4456540,2692860,56864,122458,0,0,,,,727212,628050,459482,158810,244718,184842,187990,2082682,6158,0,0,0
neg,62656,358,256,0,0,0,0,0,0,13490,860310,2526358,751776,36966,842,1846622,22020,0,0,0,0,3735168,3224132,841020,413736,0,0,0,0,536,182,0,0,0,0,0,6116,1611524,2110456,461642,0,2796,602,1456,100644,2493482,1590674,84,0,0,0,1678370,905802,421006,318720,253178,193120,166382,250822,2338,0,4577068,154,186,1064,6,1846622,52562,469054,369354,245980,178820,195800,211360,62655.45,4577068,4577068,4569172,24793,11640,78872,938460,4189758,1209600,104470,0,182,0,3617164.8,41457.6,526890.24,0,0,0,0,516,233852,1569112,1924864,431398,24760,4962,274,90,128,4577068,6608,970,51960,403954,204126,2541808,955070,25066,176,0,514,474,3048368,173602,500,72686,0,0,3648580,3418,324,0,0,250,41632,0,0,0,0,27966,37580,7382,0,0,108796,18398,1880500,249832,0,0,0,0,3490040,1918.6,2052,600714,777150,539894,275554,658752,525098,311056,182892,293630,25000,0,0
pos,513786,,,,,16,95956,1506464,6676072,12726286,10848808,4313170,713278,120162,4870,12325092,53844,0,,3042646,5708736,22571946,20436984,13186670,4713082,,0,0,0,,,0,0,0,0,0,0,30708,12631598,24342550,226,227090,184282,385614,716352,14328840,21162878,26,0,0,0,9234480,10457634,4493914,3201282,2289058,1744734,1556040,2198636,1341530,487774,38807474,,,,,12325092,454736,4127948,9035848,456140,387320,358880,25980,513786.41,38807474,38807474,39276964,261766,,,38300,37005082,1209600,,,,,28347026.88,0.0,8648353.92,,,244594,2982900,8271026,12516972,8974582,3558286,401434,48344,6850,94,,,38807474,30388,5168,2861102,4762054,5236130,23927654,182586,0,0,0,2276,24302,9594562,1498974,0,29424,0,0,9808724,,,,,,,,,,,304448,,,,,,,,,,,,,,,,8870814,5778012,3421828,1529404,3258958,3499192,3397274,6909260,340262,78,,
neg,90,64,8,0,0,0,0,0,1884,12168,2516,2140,0,0,0,5284,0,280,0,2386,5474,33096,31854,28804,360,0,0,0,0,6,4,0,0,0,0,0,0,0,8730,9978,0,1334,144,140,214,2360,9906,4610,0,0,0,15902,1576,244,202,198,22,18,516,30,0,64334,2,6,10,0,5284,266,23478,5074,,,,28400,89.57,64334,64334,66962,50,0,6274,63940,18708,1209600,602,0,6,0,3995.52,0.0,13460.16,2,30,0,1596,9478,4732,1972,930,0,0,0,0,2,26,64334,1254,10,50,324,4714,11228,1128,0,0,0,48,4,3564,172,0,164,0,0,4622,106,202,0,0,0,0,0,0,0,0,392,6,2,2988,436,130,22,2000,200,53612,62,0,0,0,76.84,82,15188,2266,800,124,86,64,44,136,0,0,0,0
neg,624096,0,,0,0,0,0,574,843618,9503436,20114170,13838924,4045548,678600,34328,21687884,2390,0,0,782882,1169988,40477360,35320036,14877990,4833572,0,0,0,0,0,0,0,0,0,0,0,2010,848452,12693018,35515718,0,107302,53324,91144,161884,28991358,19653834,338,14,0,0,19617094,13832286,6647104,3338242,1683684,1290944,762800,829494,458088,599462,56149568,0,0,0,0,21687884,863034,8063520,6777848,419200,382400,341600,77240,624095.78,56149568,56149568,55990450,205303,0,97070,395880,49059198,1209600,0,,,,36038909.76,1724281.92,11258778.24,658,9724,456,350890,3736568,17869696,16194000,8377622,2207352,305236,16882,496,,0,56149568,42124,15428,8144800,5532098,4728972,28155246,2386864,53662,4,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,416486,0,0,0,0,0,0,0,0,0,0,0,0,0,36879.64,28876,13482618,8366494,4777356,2070048,3554122,3180802,4926060,8624084,77566,48,0,0
neg,14,26,18,0,0,0,0,0,0,4,2842,5802,0,0,0,2864,0,144,0,0,0,19272,17110,6410,422,0,0,0,0,16,26,0,0,0,0,0,0,0,0,8648,0,1958,8,10,18,56,6596,2,0,0,0,6352,602,156,296,862,260,92,24,4,0,25708,0,4,0,0,2864,214,4168,2080,,,,6200,13.19,25708,25708,29888,39,0,2464,25560,8686,1209600,378,0,6,0,2472.96,0.0,4340.16,2,22,0,0,0,1862,5314,1322,150,0,0,0,2,6,25708,1914,8,28,300,808,2496,2780,300,14,0,28,38,2420,74,0,82,0,0,2920,54,48,0,0,0,0,0,0,0,0,144,0,0,1240,348,98,32,60,6,0,46,0,0,0,101.54,48,6332,2040,150,24,60,26,16,0,0,0,0,0
neg,57328,1888,1474,0,0,0,0,0,17700,614080,1898438,882946,61852,50,0,1622338,0,0,0,12850,24746,2993096,2538324,597830,416984,0,0,0,0,874,3216,0,0,0,0,0,89072,1142362,751748,1491884,0,2034,346,630,70878,1427240,1969062,4876,0,0,0,916300,1073938,589730,291912,162952,182948,252504,4782,0,0,3604328,0,528,3130,8,1622338,58876,306398,289170,221200,201100,,169100,57327.58,3604328,3604328,3611632,19272,2042,114796,1178760,3475066,1209600,106916,0,26,0,3112977.6,0.0,359585.28,0,0,0,0,155328,1433196,1188272,569606,117300,8928,2188,248,1234,1240,3604328,4590,650,90272,180044,153202,2597928,410388,37680,312,0,1838,7480,2776142,796094,0,20434,0,50,3141028,2698,318,0,0,0,0,0,0,0,0,28324,34990,6988,0,0,129040,18950,642280,94392,0,0,0,0,2497470,1393.06,1376,392438,509692,334838,176566,422338,843314,489220,231610,74266,784,0,0
neg,132,16,16,0,0,0,0,0,12154,14072,7554,2564,0,0,0,12826,0,102,0,5828,12158,34134,33274,19384,2028,0,0,0,0,34,128,0,0,0,0,0,0,27688,3022,5634,0,1390,14,22,20,28,10062,13994,10814,0,0,29304,3326,888,848,626,938,270,130,14,0,59408,0,2,2,2,12826,472,11940,7268,,,,18880,131.33,59408,59408,59034,80,0,5610,58740,36490,1209600,1536,6,10,0,18799.68,4812.48,11636.16,0,16,0,3822,17472,7376,7448,200,26,0,0,0,6,16,59408,1460,42,64,1534,3260,9532,18452,1984,16,0,20,218,17360,54,0,0,0,0,20138,116,120,0,0,170,4924,0,0,0,0,610,0,0,0,0,842,154,1560,174,0,0,0,0,0,275.06,132,19178,12460,3120,1172,336,24,54,0,0,0,0,0
neg,6,4,4,0,0,0,0,0,0,8,1982,2134,0,0,0,548,0,0,0,0,0,8854,7628,6556,380,0,0,0,0,10,18,0,0,0,0,0,0,0,944,3180,0,48,2,0,798,154,178,2944,0,0,0,3060,214,86,28,34,162,364,46,26,104,15428,0,2,0,0,548,98,5174,1370,,,,6440,5.76,15428,15428,16500,20,6,1494,15280,4162,1209600,194,2,4,0,1077.12,0.0,2107.2,0,6,0,0,0,1904,1294,346,580,0,0,0,0,4,15428,1004,10,8,6,2,760,1870,430,34,0,4,18,1038,38,0,0,0,0,1376,26,66,0,0,0,0,0,0,0,0,134,0,0,0,0,64,10,6280,626,0,0,0,0,0,0.68,34,3108,884,28,8,16,18,58,4,0,0,0,0
neg,48238,318,242,38,60,0,0,0,0,452664,1620854,822402,234024,38712,4428,1464374,0,0,0,7134,12740,2849314,2538782,449526,258372,0,0,0,0,680,1222,0,0,0,0,0,0,22858,2330466,819760,0,25148,13170,14338,15892,85240,418994,2600302,0,0,0,1581340,487604,204054,149510,124424,105726,91406,79204,43082,306734,3306538,406,3988,712,30,1464374,41336,199032,249078,142980,185680,,114800,48238.91,3306538,3306538,3275066,17327,312,84446,879520,3174648,1209600,91572,4,60,0,2521306.56,0,649803.84,756,1470,0,0,42182,248674,811398,1134542,627142,201088,90270,17788,116,122,3306538,4784,638,297156,293776,194034,2154460,218706,9456,74,0,266,2826,2552580,1302774,0,10,0,0,2571130,3264,180,0,0,0,0,0,0,0,0,18940,6866,1882,4694748,821232,84762,13582,62760,7812,3229580,9516,0,0,8238930,1443.4,1284,672862,395524,242810,118176,194128,238096,970108,339954,1426,0,0,0
neg,180984,0,,0,0,0,0,0,0,50168,1758248,6829400,2259190,31332,0,5186782,0,0,0,212,224,9653708,8408512,1721308,982986,0,0,0,0,0,0,0,0,0,0,1568,54944,5903198,4765788,202840,0,24264,19082,27780,38900,4088588,6729686,36,2,0,0,4437676,1385360,928000,720924,662898,851056,1408028,534354,42,0,11377724,768,260,1818,612,5186782,115374,734812,974452,178820,203420,191960,56640,180983.35,11377724,11377724,11174708,75264,2254574,26804,462920,10928338,1209600,0,,,,9897293.76,0,1015742.4,,,0,0,7804,373638,5225464,4750100,479446,75720,15994,172,,0,11377724,13916,2040,444866,513686,896212,8313368,740618,3628,4,0,,,,,,,,,,8344,788,0,0,0,0,0,0,0,0,68930,232716,39176,0,0,325828,49534,16258660,2526504,0,0,0,0,120192610,,,1083082,2076122,1183296,569128,1365052,1469580,1253940,749842,1114656,63640,0,0
neg,38,4,,0,0,0,0,0,0,7610,17764,13616,0,0,0,18804,0,0,0,6390,14098,39550,33160,23204,4304,0,0,0,0,0,0,0,0,0,0,0,0,0,5470,33520,0,448,128,102,88,132,33030,5062,0,0,0,38450,414,86,30,8,2,0,0,0,0,69220,0,0,0,0,18804,712,5424,17352,1310700,1310700,1310700,22120,37.97,69220,69220,2020,106,0,6286,67980,1260,1209600,0,,,,10086.72,4591.68,40104.0,6,80,0,0,7980,7368,23424,206,12,0,0,0,,0,69220,300,36,38,230,4874,15150,16050,2212,100,0,,,,,,,,,,22,0,0,36,0,0,0,0,0,0,1158,0,0,0,0,6,4,2580,258,0,0,0,0,0,,254,34056,4934,0,0,0,0,0,0,0,0,0,0
neg,4216,86,62,246,368,0,0,216,55484,22560,118056,76054,140,0,0,102466,0,0,0,24434,35208,214150,201254,137382,20196,2,0,0,0,220,282,0,0,0,0,0,0,0,7384,265126,0,9268,3626,3320,5884,6870,87294,138304,9840,8104,0,134878,94534,19578,10816,4814,2654,1490,2464,926,356,376128,198,98,244,2,102466,2986,93158,42592,,,,135360,4215.33,376128,376128,376208,1373,0,36586,374440,272786,1209600,5686,0,46,0,212760.0,0.0,57727.68,122,240,0,34994,40676,76498,104122,15506,546,150,18,0,46,222,376128,4820,66,10058,11242,43052,199610,3624,38,0,0,94,442,213172,121894,0,0,0,0,216956,398,406,0,0,0,0,0,0,0,0,2438,506,96,63728,29070,4164,790,820,78,0,204,0,0,3215370,772.04,354,63666,32778,10524,6164,11916,47898,23098,76222,244,0,0,0
pos,885814,388,322,0,0,0,0,2304,1171878,7285582,6032320,2104828,339606,52016,0,27949578,2928,0,0,2038374,2872626,53392760,48500508,19124070,5830918,0,0,0,0,2522,318,0,0,0,0,0,0,18006,4210440,12760088,0,32440,23212,36090,94378,7204568,9597846,0,0,0,0,3826540,5256300,2697648,1687506,967276,638284,529750,874060,498404,12766,74559364,18596,11080,5478,10,27949578,809334,10390838,8713654,255400,244880,267180,150000,885814.77,74559364,74559364,18858084,119078,3766,29026,711360,16988534,1209600,363556,4,464,0,48671135.04,7611903.36,8971031.04,458,3832,0,94416,2379930,7487154,4724168,2096954,183466,20256,2188,2,56,68,74559364,11480,2418,2308190,1323392,5664704,7676188,2162,0,0,0,612,492,11884198,5776134,0,6694,0,0,13759950,15234,1744,0,0,63330,1778906,0,0,0,0,458512,80990,17916,40657938,6276892,463642,66776,4168320,492974,14100544,93556,0,0,86123300,4539.72,5326,3443008,2153366,1636252,768038,2157598,5846494,772054,169224,42374,126,0,0
neg,378,0,,0,0,0,0,0,0,66,6822,20382,696,0,0,13074,0,0,0,0,0,25146,21012,9088,2228,0,0,0,0,0,0,0,0,0,0,0,0,22734,5232,0,0,282,32,38,40,17530,9742,302,0,0,0,17114,8956,1432,288,82,52,42,0,0,0,34240,0,4,394,0,13074,388,4528,4486,,,,8900,377.33,34240,34240,38854,77,88,3304,34080,27966,1209600,0,,,,22785.6,0.0,5131.2,0,0,0,0,0,5302,5624,16812,186,42,0,0,,4,34240,124,8,52,1272,1410,4242,19330,1502,26,0,,,,,,,,,,50,28,0,0,0,0,0,0,0,0,246,12,6,0,0,850,170,31540,3696,0,0,0,0,0,248.74,48,5706,5774,1438,514,1626,12892,16,0,0,0,0,0
